tweet_id,sentiment,content
1956983874,happiness,great see oin & amp_sem_ cynthia_dat_ happy_dat_ dinner great_com_ cute little place_dat_ bad oin got sick afterwards_dat_
1956983931,neutral,cant give _at_ bday nudges_dat_
1956984185,worry,_dat__dat__dat_and woman transfer first impressions _par_sexual_sla_maternal_par_ onto less _clo_threatening_clo_ man _gui__gui_ weak _clo_him_clo_
1956984205,neutral,brothers bloom won_clo_t opening weekend el paso_dat_ i_clo_ll buy brick enjoy watch brothers bloom_dat_
1956984559,neutral,says miss plurking_dat_ _url_
1956984864,worry,bitten blood cat_com_ way rabies bacterin_dat_ seems 7 shots 2 months_dat_ never wash cats home again_com_ hate water
1956984894,neutral,miss voobys_exc_
1956985129,neutral,_at_ neither elp_exc__exc_
1956985535,happiness,_at_ dude_com_ favorite sandwich place ever_dat_ ummm take pictures_int_
1956985612,worry,sad shin ae got married_dat__dat__dat_and wasn_clo_t alex
1956985758,worry,_at_ sure tweet you_clo_re back_com_ news abuzz tr knight_clo_s leaving & quot_sem_confirmed & quot_sem_ today_dat_ muy triste_dat_
1956985764,sadness,_at_ ohh thursday exams_dat__dat_ day wednesday _int_
1956985973,neutral,mix dentist appt afternoon_dat_ rescheduled tomorrow _at_ 9am_dat_
1956986211,sadness,_at_ _at_ thinking excited guys move_com_ realized sad see go_dat_
1956986359,worry,goooood mooorning people_dat__dat__dat_ sun out_dat__dat_ definitly spring now_com_ first spring hail storm_com_ car dimples now_dat__dat_
1956986767,sadness,_at_ love _clo_it_clo_sakey_clo_ usb sticks_dat_ 4gb australia
1956987381,worry,fresh prince sleepy sleeps nightly routine got ta go dmv early tmrw
1956987600,hate,dammit_exc_ hulu desktop totally screwed ability talk particular port one dev servers_dat_ can_clo_t watch code
1956987828,worry,_at_ jealous mom talking _at__dat_ want see twittering making miss
1956987904,worry,can_clo_t sleep_dat__dat__dat_i keep thinking puppy played today
1956987950,worry,_dat__dat_ i_clo_m suppposed sleep_dat_ got much do_dat_ & amp_sem_ got one part song stuck head & quot_sem_your jerk _par_iknow_par_ & quot_sem_ blaahh
1956988145,neutral,_at_ what_clo_s going sweetheart_int_
1956988218,neutral,freaking difficult get system_gui_wide spellchecker_int_ shit_com_ i_clo_d settle office suite one_dat_ stupid unhelpful windows
1956988223,worry,last one month due summer_com_ strawberry availble chennai markets_exc_
1956988477,neutral,_at_ work 6am_dat_ got ta go bed soon
1956989093,love,_at_ correct_exc_ adore him_dat_ plucked put arm cuz cryin_dat_ better now_exc_ hahaha
1956989514,sadness,_at_ hiii im ipod_dat__dat__dat_i cant fall asleep
1956989526,sadness,dont wan na work 11_gui_830 tomorrow get paid
1956989560,sadness,feels sad coz wasnt able play guys_exc__exc__exc_ _url_
1956989561,neutral,princecharming
1956989601,hate,_at_ cayogial wanted come bz summer _col__sla_ sure anymore_dat__dat__dat_ teacher_clo_s life summer sucks
1956989914,worry,first ever dropped call mobile_dat_ call _at_ less_exc_ _par_ charged data even though data pack _par_
1956990288,hate,_at_ win _dat__dat__dat_ sigh rakeem
1956990413,neutral,oh time real_int_
1956990568,sadness,darn allergies_exc_ don_clo_t like time year this_exc_ never used problem either
1956990729,worry,oh one minute late_exc_ oh well
1956991009,hate,_at_ damn_com_ sucks
1956991673,sadness,_at_ wanted come bz summer _col__sla_ sure anymore_dat__dat__dat_ teacher_clo_s life summer sucks
1956991704,hate,_at_ website gave virus_exc_ opened windows kept popping
1956991723,worry,ahh_exc_ big scary bug flying around room_exc__exc__exc__exc__exc_
1956992030,sadness,wish knew puts through_dat__dat_she stole heart_com_ never gave back_dat__dat_and occasionally likes like look have_exc_
1956992144,worry,nasty cough cant sick huge weekend ahead
1956992349,neutral,_at_ stone cold crazy_dat__dat__dat__dat_ _int_
1956993007,boredom,i_clo_m tired
1956993080,neutral,shift time bbye biochem waaaaahhhhhh_exc__exc_ _url_
1956993206,neutral,_at_ i_clo_m sure some1 cum play_dat_ i_clo_m workin til midnight_dat_
1956994067,neutral,_at_ second that_dat_ wish rained
1956995196,sadness,_at_ early happy day birth case don_clo_t make it_exc_ tired therapy today n taking medicine_exc_ misshu_exc_ love ya_exc_
1956995505,neutral,damn eric anyone else need hair played
1956995679,neutral,i_clo_m feel deflated_dat_ ugh_dat_ dog_dat_
1956995762,sadness,allergies suck ducks nuts_dat_ & lt_sem__eq__eq__eq__eq__eq_8_at__eq__eq__eq__eq__eq_ & gt_sem_
1956995852,neutral,well almost good day_dat__dat__dat_ guess retry tomorrow
1956996081,hate,_at_ waraku tasteless expensive_exc_ portion little_exc__exc__exc__exc__exc_ re_col_ waraku
1956996385,love,_at_ sounds good_dat_ appreciate suggestion_dat_ week we_clo_re still offline time ask refund_dat__dat__dat_
1956996470,worry,_at_ died_dat_ wait_com_ magic jack_int_ read it_dat_
1956996673,hate,_at_ youstinkatrespondingtotexts_exc_
1956996730,sadness,wonders karma points turned 0_dat_00_dat_ _url_
1956996765,happiness,need pack cali cali_exc_ waittt_exc_ thinking glass wine order celebrate weekend vaca_dat_ still work 2morrow_com_ tho_dat_
1956996776,sadness,miserable feel like im gona cry sux_exc_
1956997143,neutral,_at_ well ran beer left_dat_ sure eta_dat_ waiting waiting waiting_dat_ bleh gon na long nite methinks_dat_
1956997352,worry,$ _hashtag2__at__exc_ nose stud fell can_clo_t find looks like i_clo_ll head amsterdam today get new one
1956997619,neutral,claire _at_ love show_com_ got office _at_ 5am radio
1956998370,love,pats philly 2 am_dat_ love it_dat_ mmm cheesesteak_dat_ miss boyfriend love vacation_dat_
1956998532,sadness,_ast_sigh_ast_ i_clo_m going bed_dat__dat__dat_ don_clo_t feel right anymore_dat__dat__dat_
1956998538,neutral,what_int_ focused tom much didn_clo_t see beloved barack_exc_ oh no_exc_ must vote both_exc_ poor president 626 votes_dat_
1956998698,neutral,_at_ epicentre wheelock place _gui_ tourists only_dat__dat_
1956998704,sadness,depressed watching think dance
1957000040,sadness,cross _clo_cause i_clo_m stuck twiddling thumbs now_com_ ugh
1957000077,neutral,miss 16_clo_th
1957000152,neutral,_at_ know_dat_ like said_com_ idea long takes investigate stuff_dat_
1957000290,worry,cant sleep_com_ im sore move
1957000314,neutral,_at_ _url_ _gui_ awe_exc_ miss baby
1957000336,empty,_at_ answered you_gui_ never learned write french_gui_ basic stuff_gui_
1957000372,neutral,chocolates_int_ never say
1957000788,worry,achieving new appreciation xml build script really painful cumbersome
1957001049,neutral,_at_ i_clo_m awake ill nap afternoon
1957001370,worry,_at_ cant anything
1957001496,neutral,still needs another 6 hours sleep
1957001506,relief,i_clo_m work
1957001854,fun,rip leonardo_dat_ great mini fiddler crab
1957001967,neutral,morning tweeple_com_way early
1957002082,sadness,last day working uni today_com_ sad times
1957002773,love,_at_ thanks neemah_dat_ i_clo_m gon na soooo close izzy_com_ yet far
1957002923,worry,head hurts bad could scream_exc_
1957003048,worry,go im tired airmatras broken somewhere im even pain
1957003356,worry,new work wellness challenge going well_dat_ committed check email 10 pm 6 am_dat_ failed first day_dat_ twice
1957003440,worry,new blog post_col_ _col_blog_col_ auto insuran_dat__dat__dat__col_ found auto insurance policy expired_dat_ _par_ careless _dat__dat__dat__par_ _dat__dat_ meanw _dat__dat__dat_
1957003715,neutral,bestfriends _int_ _com_ mia wat _int_
1957004184,worry,oh men_exc__exc__exc__exc__exc__exc__dat__dat__dat__dat__dat__dat_i really can_clo_t see face_dat__dat__dat__dat__dat__dat__dat__dat_c_clo_mon guys_exc__exc__exc_
1957004519,worry,i_clo_m showing age_dat_ renewed tags last week_com_ went $ 20_dat_ got insurance renewal email today_com_ went $ 100_dat_ don_clo_t wan na old
1957004606,worry,sole supporter sole supporter
1957004749,hate,don_clo_t hate finish work there_clo_s still 1_dat_25 hours left work time
1957005165,worry,_at_ urgh stop guys
1957005226,sadness,still missing husband_dat_ really want home_dat_
1957005279,sadness,miss puppy
1957005410,surprise,2 days month left_com_ 400mb left onpeak downloads_dat_
1957005696,fun,_at_ out_int_ didn_clo_t get memo looks amazing_dat_
1957005713,sadness,_at_ i_clo_ve given pizza _gui_ kids would never let fav _par_the hot ones_par_
1957005817,worry,reading tabloids people_clo_s lives_dat__dat__dat_thinking i_clo_m gon na mine baby leaves_int_
1957006033,sadness,_at_ yearling pet home died_dat__dat__dat_ sad whole family
1957006074,neutral,fun sun hmmm hell it_clo_s cold
1957006098,worry,got giant splinter stuck underneath finger nail today muppets_dat__dat__dat_it hurt_dat_ got go first aid first time_exc_
1957006245,sadness,_at_ hate change_com_ course_dat_ we_clo_re fans life_dat_ & lt_sem_3 oh haven_clo_t met rob something went horribly wrong_dat_
1957006307,worry,feeling sad_dat__dat__dat_ reason_dat__dat_ _url_
1957006547,sadness,well fuck_gui_ new pain med odd warning actually applies me_dat_ can_clo_t take this_dat_ _gui_chan displeased_dat_
1957006674,sadness,uploaded new blog_dat__dat__dat_ painful story 80s year old man cried wanted die_dat__dat__dat_ sad
1957006725,neutral,_at_ don_clo_t think so_dat_ want details_dat_
1957006830,neutral,_at_ hi_dat__dat__dat__exc__exc__exc_ mary poppins_int__int__int_
1957006947,worry,_at_ addicting_com_ kind curse night time_dat_ everytime one_com_ feel like making music afterwards
1957007167,neutral,last tweet didn_clo_t send bad phone
1957007268,fun,_at_ omg ur alive_exc__exc__exc_ lol 2day gone sooo slow i_clo_m going insane grrr anything tonight_int_
1957007357,empty,headache i_clo_m going bed_dat_ goodnight_exc_
1957007394,neutral,_at_ watching parental control
1957007437,fun,_at_ get california vintage_int_ ahahah best dresses_com_ want dont ebay
1957007633,sadness,saw pics past thanksgiving sad grandma them_dat_
1957007981,worry,_at_ wont let
1957008075,sadness,took shift tomorrow_dat_ don_clo_t really feel like working right now_dat_
1957008193,sadness,money phone
1957008287,worry,spent last night & amp_sem_e _par_er_par__dat_ wife tangled wheels daughter & amp_sem_ hit deck_dat_ dislocation & amp_sem_ fracture resulted_dat_
1957008292,worry,_at_ 9 days i_clo_m ready visit torchwood see they_clo_ve heard anything
1957008434,surprise,_at_ you_int_ bris_int_ can_clo_t hear thunder
1957008478,surprise,bec vs fat food _gui__gui__gui_ winner _eq_ fat food weeknend_com_ ill beat it_exc_
1957008498,sadness,bad red devils_dat__dat_ disappointing say least
1957008766,surprise,dream pretty pretty beach beach woke
1957008802,sadness,_at_ 3ware 9650se_com_ fast enough 3x x25_gui_m ssd raid5_dat_ 800mhz iop hpt_dat_ might try adaptec 5405 _par_1_dat_2ghz_par__dat_
1957008987,surprise,da heck garage man get ask you_dat__dat_ when_dat__dat_
1957009454,worry,ate mandy_com_ please forgive me_dat_ really sorry_dat_ don_clo_t wan na lose bff
1957009666,hate,_at_ umm yeah_dat_ that_clo_s probably pretty good note self eeeeeewwwwwwww_dat_
1957010072,worry,plane tickets expensive
1957010329,fun,_par__at__par_ _at_ umm yeah_dat_ that_clo_s probably pretty good note self eeeeeewwwwwwww_dat_
1957010415,worry,needs job badly_exc__exc__exc_
1957011291,sadness,_at_ daaammmnnnnn wish there_dat_
1957011738,worry,went di bella coffee roasters today asked job_dat__dat__dat_ person needed speak holiday_dat__dat__dat_ _hashtag_
1957012476,sadness,_at_ played latter parts voodoo village part co_gui_op lost usual partner
1957012535,empty,_at_ nite_dat_ i_clo_m n bored opposed almost sleep frm b 4
1957012769,sadness,bad friend
1957013149,neutral,_at_ happy birthdayyy_exc_ hope awesome day_dat_ didn_clo_t see next last night_exc_
1957013166,hate,_at_ im shit right _dat__dat__dat_ im vacation got workin
1957013488,neutral,_at_ ill oir
1957013697,neutral,_at_ guess go girlie_dat_ i_clo_m still gym work 6_col_30am
1957013723,hate,would wish severe migrains would stop_exc__exc__exc_ doc_clo_s prescriptions arent working
1957013804,love,_at_ missed game
1957013885,sadness,_at_ internet last night_sem_ er brill_com_ massive explosion end nearby gas works er standby
1957013895,hate,_at_ cuz airlines super lame_dat_
1957013896,sadness,_at_ _gui_ still pity comes lamb though
1957014267,sadness,_at_ i_clo_m sorry hear that_dat_ optimist_col_ things get better_dat_ us_dat_
1957014389,relief,done painting bedroom furniture_com_ still table wait move_dat_ uggh moving heat
1957014493,hate,i_clo_m tired_dat__dat__dat_and insomnia_dat_
1957014517,neutral,_at_ hungry fool_dat_ ill probably never see krispy kreme again_dat_ enjoy it_dat_ closing
1957014653,neutral,_at_ airport_int_ didnt show tonight homo_exc_
1957014706,hate,hate bakersfield hate ports_com_ let go home already_dat_ want start vacation_dat_
1957015287,neutral,_at_
1957015475,neutral,looking desktop twitter app actually let access urls_com_ suggestions_int_ liked twittle linking
1957015719,worry,people house know close doors
1957016086,surprise,completing facebook quizzes time morning_dat__dat__dat_ especially friday morning
1957016169,neutral,_at_ & amp_sem_ _at_ soooo hungry
1957016339,worry,_at_ don_clo_t like possibility left side brain hurting thing called vp shunt possible death
1957016697,sadness,cancel wow
1957016818,worry,wants make music profile don_clo_t money don_clo_t know write music don_clo_t know play instrument studio
1957017164,sadness,_at_ yeah_dat__dat__dat_i_clo_m sad & quot_sem_ravenclaw & quot_sem_ account_dat_ love account bits_dat_
1957017177,worry,it_clo_s 1_col_15 am_com_ hear helicopter flying house_dat_ that_clo_s kind weird_dat_ news_com_ headache back_dat_ booooo_dat_
1957017320,worry,_at_ oh always _sem__par_ & lt_sem_3
1957017333,neutral,back school_dat_ ms suhana_clo_s last day ft ocu okay_dat_ i_clo_m playing altnoy again_dat_
1957017486,neutral,_at_ poll _col_ trying get work powerpoint avail_dat_
1957017522,happiness,took math test today_dat_ day test_com_ teacher says bring calculator_dat_ luke confident_dat_ teacher decided calcs_dat_
1957017595,happiness,omg_com_ concert awesome_com_ madrigals gave chills almost every piece_dat__dat__dat_brooks also called alumni_com_ didnt get go
1957017610,neutral,_at_ yeah_com_ it_clo_s terrible cockatoos hardest live with_com_ emotional_dat_ good thing found you_com_ though_exc__exc_
1957018061,sadness,late nothin 2 do_dat__dat__dat__dat__dat_
1957018162,worry,think vog making sicker think_dat_ feeling slightly achy
1957018678,empty,_at_ watching harpers island_com_ lol_dat__dat__dat_ vodka involved
1957019034,worry,homework sux big time maths worst_exc__exc__exc__exc__exc__exc_
1957019121,neutral,_at_ would better_com_ imo_com_ let play 3 songs provided_dat_ start & quot_sem_get & quot_sem_ blacks out_dat_
1957019458,neutral,_hashtag_ never started_dat__dat__dat_
1957019556,sadness,sometimes wish things could go back way beginning last summer
1957019715,worry,downloaded new twitterfon update thinking fixing typing problem new tweets_com_ no_com_ didn_clo_t
1957019766,empty,_at_ trudy_clo_s burnet_dat__dat__dat_the one north one goes
1957020180,sadness,_at_ feel way_com_ guess matter always memes_dat_
1957020385,happiness,` 30 minutes treadmill done 30 minutes today already_com_ gon na 20 minutes
1957020390,worry,i_clo_m sooooooooooooo confused
1957020593,neutral,friends like vaiko_com_nedumaran_com_ ltte didn_clo_t need enemies_dat_ wrong advice wrong time led numerous deaths & amp_sem_ lost cause well
1957020624,worry,work day 7 7_com_
1957020702,happiness,chillin roomies_dat_ can_clo_t wait zombie clwn cr_dat_ gon na 6_gui_8 weeks
1957020861,neutral,looove guitars_com_ playing them_dat_ think sound magnificent_dat_ better_dat__dat__dat_
1957021039,worry,_at_ refunds retrieve accounts_com_ takes like week_dat_ hoping thief doesn_clo_t use hacks it_clo_s permaban
1957021224,neutral,_at_ im cries lol
1957021305,sadness,cute malay girl came seemy room rent _gui_ sadly think guyfreind bit misleading disappointing lol
1957021321,surprise,_at_ epicentre wheelock place_com_ 250 units & amp_sem_ tourists only_dat_ starting today
1957021486,hate,hate new mt dew commercial_dat__dat_the one giant mosquito_dat__dat_it scares grosses time_dat_
1957021631,neutral,come knight_dat__dat__dat_ it_clo_s well 4 hours
1957022610,worry,super keen drive home rain_dat__dat_ additional concentration required don_clo_t really wan na deal
1957022799,surprise,_at_ aw u can_clo_t let secret_exc_
1957023061,surprise,_at_ im sorry don_clo_t think stick out_com_ least compared used look like_dat_
1957023133,worry,transport church wont making it_com_ im crushed_dat_ oh well_com_ time assignments suppose_dat_ throat really hurts _dat__dat__dat_
1957023263,hate,hate see pregnant women smokinggg_exc__exc__exc__exc_ sooo irresponsible n selfish_exc_ saaad_dat_ ultimately_com_ baby one suffers_dat_
1957023739,hate,lies_dat__dat__dat_lies_dat__dat__dat_lies_dat__dat__dat__dat_you cant avoid lie practically_dat__dat__dat_everything_exc_
1957023842,neutral,twittascope rocking socks _gui_ go away already_exc__exc_
1957023917,neutral,driving back home forgot piece cake _at_
1957024334,worry,_at_ tried jumping without trampoline like thud_ast_ thud_ast_ shouldn_clo_t eaten cookie_dat_ _url_
1957025428,sadness,everytime send email coach_com_ feel need practice_dat_ shitty balls_dat_ lol
1957026475,sadness,it_clo_s pissing letting follow ericka
1957027495,sadness,going sleep peaceful wanted hear say good night didn_clo_t happen good night everyone_dat__dat__dat__dat_
1957027630,sadness,mums trying make feel ebtter stopping voting adn winning shortstack_dat_ almost cried_dat_
1957027687,neutral,_at_ close tacos_dat__dat__dat_one spot late
1957027841,empty,_at_ umm bout em_int__dat__dat_aint get 2 see da game see dey survived anotha game da series due notin lebron im guessin
1957028656,surprise,thinking much i_clo_m work
1957028775,worry,forgot live jonas brothers facebook
1957028895,sadness,haven_clo_t seen muffin two whole days_exc_
1957029111,sadness,_at_ i_clo_ll miss y_clo_all back_dat__dat__dat_ give _at_ regards_dat__dat__dat_
1957029634,surprise,gap year going quick
1957029641,worry,admit_com_ i_clo_m bit bummed wasn_clo_t friends walking today_dat__dat__dat__dat_
1957029899,neutral,_at_ girl blunt soooooooo thoughts right now_dat_ absolutly great day stressors_dat__dat__dat_come home
1957030196,worry,twitter hacked
1957030545,sadness,found mj mouse flats djs_dat_ course none left size
1957030596,neutral,_at_ wont time buy need new binder pa
1957030622,hate,_at_ hahaha well try ugly
1957030793,neutral,25_gui_man ulduar hard_dat__dat__dat_
1957031520,worry,_at_ don_clo_t even want know know vhemt_com_ don_clo_t go _gui_ we_clo_d miss
1957031859,fun,_at_ that_clo_s awesome_exc_ weekend can_clo_t go i_clo_m moving sat_dat_ lot fun though
1957032014,neutral,night night twitter world_dat_ _col_still cant believe thomas thing tomorrow_clo_s gunna fun_sla_sad_col_
1957032051,neutral,_at_ happening
1957032114,surprise,_at_ oh no_dat_ _ast_hugs_ast_
1957032127,neutral,_at_ bored talking someone they_clo_re busy something else kinda bummer_com_ idk
1957032228,sadness,_at_ knoww things won_clo_t samee & lt_sem__sla_3
1957032539,worry,omg_gui_ness it_clo_s 11_col_18 pm need beup early set garage sale starts 8am_com_ wish said 9am_dat_ i_clo_m beat_dat_
1957033043,happiness,_at_ kno doooo_exc__exc__exc__exc__exc__exc__exc__exc__exc__exc_ yall partyin
1957033103,worry,okay_com_ twitter suddenly changed_com_ respond messages
1957033219,neutral,ugh_dat__dat_ dad told read article kavya shivashankar spellin bee girl_dat__dat_and like her_dat_
1957033558,worry,decided matter good hair looks curly doesn_clo_t justify burn get curler_exc_ hands covered suck it_exc_
1957033776,sadness,going sleep_dat_ gon na fall asleep playing apps again_dat_ tmrw going suck
1957033815,neutral,_at_ yea got ta 7_col_30
1957033874,hate,hate bf beats da dogs_dat_ guess way teach pitts_dat_
1957033901,worry,sprained ankle like really badly tore stuffs_dat_ hurts_exc_ birthday weekend
1957034202,sadness,can_clo_t believe metal gear solid song stolen i_clo_m disappointed _url_
1957034289,hate,think may broke toe bar tonight_dat__dat__dat__dat__dat__dat_thanks drunk girl steppin me_exc__exc__exc__exc__exc_
1957034434,neutral,one sale done today work_dat_ explored balconies big theater w coworkers_dat_ fun day_com_ void chili fries tips
1957034566,sadness,_at_ wish left 4 dead_dat_ first i_clo_d need something play on_dat__dat__dat_
1957034940,neutral,_at_
1957034983,neutral,_at_ story reminds living portugal
1957035419,neutral,_at_ youre diabetic_int_ dad_dat_ & amp_sem_ might too_com_ sure_dat_ still allowed eat sugar throughout day_int_
1957035564,happiness,spilled beer leg_dat_ wasted half beer_dat_ home now_dat_ met cute girl_dat_ good conversation_dat_
1957035950,hate,roommate _at_ loves ignore
1957036183,neutral,_at_ i_clo_ll make nachos tomorrow_dat_ better would made himself_dat_
1957037405,neutral,_at_ yeahhh_dat_ & amp_sem_dont judge pillow
1957037860,relief,scary lightning thunder i_clo_m glad it_clo_s now_dat_ going sleep_com_ hope i_clo_m late school tomorow again_dat_ haha
1957038324,sadness,teeth head hurts
1957038398,sadness,hate rob zombie movies_dat_ & amp_sem_ smell weed_dat_ vommmm_dat_
1957038470,hate,_at_ maths science strongest think_dat__dat_dunno bout geography_com_ like 1 day study 1_sla_2 year work_exc_
1957038475,boredom,waiting line _at_ tryst
1957038477,worry,hope get job cuz need apartment_dat_ i_clo_m drunk & amp_sem_ miss lil punkin tehe_exc__exc__exc_
1957038763,worry,got home_exc_ wanting read last chaper breaking dawn cause dont want beover
1957038970,worry,need held_dat__dat__dat_ gnite_dat_
1957039203,worry,hanging sam_com_ billy_com_ veronica_dat_ going school tomorrow take sam body shops_dat_ dang car accidents
1957039456,sadness,arrested development_dat_ sad_dat_
1957039841,neutral,_at_ wicked _com_ time leaving_int_ come cant stay night
1957039894,sadness,omg keep losing followers sad want 90 one day_dat__dat__dat__dat_thats goal _sem_d
1957039922,sadness,feel deflated_dat_ doggy_dat_
1957039947,worry,_at_ wan na see hair hows everyone_int_
1957040172,sadness,empty trash mac_dat_ one difficult things ever done life_dat_ 8_com_000 pictures gone_dat_
1957040395,sadness,im contacting paws philippines find & quot_sem_tiger & quot_sem_ new owner_dat_ im sad_dat_ love dog soo much
1957040988,sadness,got home_exc_ wanting read last chaper breaking dawn cause dont want
1957041569,worry,aww_dat__dat__dat_ pray arroyo family everyone_exc_
1957041648,neutral,_at_ there_clo_s manual process_dat__dat__dat_ it_clo_s taking 4ever outlook database_dat__dat__dat_ pffff_dat_ crappy msft product
1957041745,sadness,fuuudge_dat_ movie store closed
1957041767,sadness,alo sad quiet empty tonight
1957041812,hate,_at_ hahahaha_exc_ it_clo_s horrible_com_ others singing i_clo_m sure could work_dat_ wish could afford drum set
1957041856,worry,_at_ never answered dm sent you_dat__dat__dat__dat_ need info_dat__dat__dat_
